Sales: 1638.0, Date: 2018-02-06, Region: north
Sales: 2335.0, Date: 2021-05-07, Region: south
Sales: 2125.0, Date: 2021-05-07, Region: east
Sales: 2380.0, Date: 2021-05-07, Region: west
Sales: 2090.0, Date: 2021-05-08, Region: north
Sales: 2490.0, Date: 2021-05-08, Region: south
Sales: 2200.0, Date: 2021-05-08, Region: east
Sales: 2045.0, Date: 2021-05-08, Region: west
Sales: 2140.0, Date: 2021-05-09, Region: north
Sales: 2115.0, Date: 2021-05-09, Region: south
Sales: 2045.0, Date: 2021-05-09, Region: east
Sales: 2385.0, Date: 2021-05-09, Region: west
Sales: 2250.0, Date: 2021-05-10, Region: north
Sales: 2325.0, Date: 2021-05-10, Region: south
Sales: 2325.0, Date: 2021-05-10, Region: east
Sales: 2400.0, Date: 2021-05-10, Region: west
Sales: 2120.0, Date: 2021-05-11, Region: north
Sales: 2165.0, Date: 2021-05-11, Region: south
Sales: 2175.0, Date: 2021-05-11, Region: east
Sales: 2190.0, Date: 2021-05-11, Region: west
Sales: 2155.0, Date: 2021-05-12, Region: north
Sales: 2325.0, Date: 2021-05-12, Region: south
Sales: 2025.0, Date: 2021-05-12, Region: east
Sales: 2455.0, Date: 2021-05-12, Region: west
Sales: 2330.0, Date: 2021-05-13, Region: north
Sales: 2210.0, Date: 2021-05-13, Region: south
Sales: 2010.0, Date: 2021-05-13, Region: east
Sales: 2320.0, Date: 2021-05-13, Region: west
Sales: 2135.0, Date: 2021-05-14, Region: north
Sales: 2500.0, Date: 2021-05-14, Region: south
Sales: 2140.0, Date: 2021-05-14, Region: east
Sales: 2190.0, Date: 2021-05-14, Region: west
Sales: 2240.0, Date: 2021-05-15, Region: north
Sales: 2180.0, Date: 2021-05-15, Region: south
Sales: 2020.0, Date: 2021-05-15, Region: east
Sales: 2390.0, Date: 2021-05-15, Region: west
Sales: 2375.0, Date: 2021-05-16, Region: north
Sales: 2050.0, Date: 2021-05-16, Region: south
Sales: 2080.0, Date: 2021-05-16, Region: east
Sales: 2055.0, Date: 2021-05-16, Region: west
Sales: 2020.0, Date: 2021-05-17, Region: north
Sales: 2470.0, Date: 2021-05-17, Region: south
Sales: 2220.0, Date: 2021-05-17, Region: east
Sales: 2255.0, Date: 2021-05-17, Region: west
Sales: 2185.0, Date: 2021-05-18, Region: north
Sales: 2455.0, Date: 2021-05-18, Region: south
Sales: 2270.0, Date: 2021-05-18, Region: east
Sales: 2415.0, Date: 2021-05-18, Region: west
Sales: 2400.0, Date: 2021-05-19, Region: north
Sales: 2300.0, Date: 2021-05-19, Region: south
Sales: 2175.0, Date: 2021-05-19, Region: east
Sales: 2020.0, Date: 2021-05-19, Region: west
Sales: 2195.0, Date: 2021-05-20, Region: north
Sales: 2050.0, Date: 2021-05-20, Region: south
Sales: 2055.0, Date: 2021-05-20, Region: east
Sales: 2300.0, Date: 2021-05-20, Region: west
Sales: 2480.0, Date: 2021-05-21, Region: north
Sales: 2240.0, Date: 2021-05-21, Region: south
Sales: 2025.0, Date: 2021-05-21, Region: east
Sales: 2480.0, Date: 2021-05-21, Region: west
Sales: 2430.0, Date: 2021-05-22, Region: north
Sales: 2100.0, Date: 2021-05-22, Region: south
Sales: 2420.0, Date: 2021-05-22, Region: east
Sales: 2410.0, Date: 2021-05-22, Region: west
Sales: 2155.0, Date: 2021-05-23, Region: north
Sales: 2345.0, Date: 2021-05-23, Region: south
Sales: 2045.0, Date: 2021-05-23, Region: east
Sales: 2240.0, Date: 2021-05-23, Region: west
Sales: 2390.0, Date: 2021-05-24, Region: north
Sales: 2210.0, Date: 2021-05-24, Region: south
Sales: 2105.0, Date: 2021-05-24, Region: east
Sales: 2075.0, Date: 2021-05-24, Region: west
Sales: 2020.0, Date: 2021-05-25, Region: north
Sales: 2105.0, Date: 2021-05-25, Region: south
Sales: 2295.0, Date: 2021-05-25, Region: east
Sales: 2005.0, Date: 2021-05-25, Region: west
Sales: 2475.0, Date: 2021-05-26, Region: north
Sales: 2210.0, Date: 2021-05-26, Region: south
Sales: 2040.0, Date: 2021-05-26, Region: east
Sales: 2085.0, Date: 2021-05-26, Region: west
Sales: 2080.0, Date: 2021-05-27, Region: north
Sales: 2260.0, Date: 2021-05-27, Region: south
Sales: 2345.0, Date: 2021-05-27, Region: east
Sales: 2160.0, Date: 2021-05-27, Region: west
Sales: 2205.0, Date: 2021-05-28, Region: north
Sales: 2055.0, Date: 2021-05-28, Region: south
Sales: 2280.0, Date: 2021-05-28, Region: east
Sales: 2205.0, Date: 2021-05-28, Region: west
Sales: 2150.0, Date: 2021-05-29, Region: north
Sales: 2450.0, Date: 2021-05-29, Region: south
Sales: 2005.0, Date: 2021-05-29, Region: east
Sales: 2115.0, Date: 2021-05-29, Region: west
Sales: 2380.0, Date: 2021-05-30, Region: north
Sales: 2225.0, Date: 2021-05-30, Region: south
Sales: 2485.0, Date: 2021-05-30, Region: east
Sales: 2310.0, Date: 2021-05-30, Region: west
Sales: 2395.0, Date: 2021-05-31, Region: north
Sales: 2095.0, Date: 2021-05-31, Region: south
Sales: 2220.0, Date: 2021-05-31, Region: east
Sales: 2130.0, Date: 2021-05-31, Region: west
Sales: 2140.0, Date: 2021-06-01, Region: north
Sales: 2450.0, Date: 2021-06-01, Region: south
Sales: 2055.0, Date: 2021-06-01, Region: east
Sales: 2215.0, Date: 2021-06-01, Region: west
Sales: 2015.0, Date: 2021-06-02, Region: north
Sales: 2350.0, Date: 2021-06-02, Region: south
Sales: 2005.0, Date: 2021-06-02, Region: east
Sales: 2015.0, Date: 2021-06-02, Region: west
Sales: 2375.0, Date: 2021-06-03, Region: north
Sales: 2025.0, Date: 2021-06-03, Region: south
Sales: 2375.0, Date: 2021-06-03, Region: east
Sales: 2300.0, Date: 2021-06-03, Region: west
Sales: 2405.0, Date: 2021-06-04, Region: north
Sales: 2135.0, Date: 2021-06-04, Region: south
Sales: 2315.0, Date: 2021-06-04, Region: east
Sales: 2300.0, Date: 2021-06-04, Region: west
Sales: 2425.0, Date: 2021-06-05, Region: north
Sales: 2400.0, Date: 2021-06-05, Region: south
Sales: 2245.0, Date: 2021-06-05, Region: east
Sales: 2085.0, Date: 2021-06-05, Region: west
Sales: 2020.0, Date: 2021-06-06, Region: north
Sales: 2190.0, Date: 2021-06-06, Region: south
Sales: 2450.0, Date: 2021-06-06, Region: east
Sales: 2245.0, Date: 2021-06-06, Region: west
Sales: 2390.0, Date: 2021-06-07, Region: north
Sales: 2020.0, Date: 2021-06-07, Region: south
Sales: 2360.0, Date: 2021-06-07, Region: east
Sales: 2070.0, Date: 2021-06-07, Region: west
Sales: 2290.0, Date: 2021-06-08, Region: north
Sales: 2035.0, Date: 2021-06-08, Region: south
Sales: 2450.0, Date: 2021-06-08, Region: east
Sales: 2120.0, Date: 2021-06-08, Region: west
Sales: 2480.0, Date: 2021-06-09, Region: north
Sales: 2500.0, Date: 2021-06-09, Region: south
Sales: 2365.0, Date: 2021-06-09, Region: east
Sales: 2330.0, Date: 2021-06-09, Region: west
Sales: 2280.0, Date: 2021-06-10, Region: north
Sales: 2015.0, Date: 2021-06-10, Region: south
Sales: 2500.0, Date: 2021-06-10, Region: east
Sales: 2405.0, Date: 2021-06-10, Region: west
Sales: 2385.0, Date: 2021-06-11, Region: north
Sales: 2090.0, Date: 2021-06-11, Region: south
Sales: 2300.0, Date: 2021-06-11, Region: east
Sales: 2350.0, Date: 2021-06-11, Region: west
Sales: 2095.0, Date: 2021-06-12, Region: north
Sales: 2375.0, Date: 2021-06-12, Region: south
Sales: 2270.0, Date: 2021-06-12, Region: east
Sales: 2365.0, Date: 2021-06-12, Region: west
Sales: 2205.0, Date: 2021-06-13, Region: north
Sales: 2260.0, Date: 2021-06-13, Region: south
Sales: 2135.0, Date: 2021-06-13, Region: east
Sales: 2280.0, Date: 2021-06-13, Region: west
Sales: 2485.0, Date: 2021-06-14, Region: north
Sales: 2025.0, Date: 2021-06-14, Region: south
Sales: 2460.0, Date: 2021-06-14, Region: east
Sales: 2285.0, Date: 2021-06-14, Region: west
Sales: 2090.0, Date: 2021-06-15, Region: north
Sales: 2075.0, Date: 2021-06-15, Region: south
Sales: 2125.0, Date: 2021-06-15, Region: east
Sales: 2085.0, Date: 2021-06-15, Region: west
Sales: 2410.0, Date: 2021-06-16, Region: north
Sales: 2265.0, Date: 2021-06-16, Region: south
Sales: 2145.0, Date: 2021-06-16, Region: east
Sales: 2320.0, Date: 2021-06-16, Region: west
Sales: 2260.0, Date: 2021-06-17, Region: north
Sales: 2460.0, Date: 2021-06-17, Region: south
Sales: 2060.0, Date: 2021-06-17, Region: east
Sales: 2120.0, Date: 2021-06-17, Region: west
Sales: 2325.0, Date: 2021-06-18, Region: north
Sales: 2275.0, Date: 2021-06-18, Region: south
Sales: 2285.0, Date: 2021-06-18, Region: east
Sales: 2150.0, Date: 2021-06-18, Region: west
Sales: 2160.0, Date: 2021-06-19, Region: north
Sales: 2020.0, Date: 2021-06-19, Region: south
Sales: 2430.0, Date: 2021-06-19, Region: east
Sales: 2025.0, Date: 2021-06-19, Region: west
Sales: 2280.0, Date: 2021-06-20, Region: north
Sales: 2425.0, Date: 2021-06-20, Region: south
Sales: 2230.0, Date: 2021-06-20, Region: east
Sales: 2160.0, Date: 2021-06-20, Region: west
Sales: 2360.0, Date: 2021-06-21, Region: north
Sales: 2305.0, Date: 2021-06-21, Region: south
Sales: 2105.0, Date: 2021-06-21, Region: east
Sales: 2290.0, Date: 2021-06-21, Region: west
Sales: 2280.0, Date: 2021-06-22, Region: north
Sales: 2010.0, Date: 2021-06-22, Region: south
Sales: 2095.0, Date: 2021-06-22, Region: east
Sales: 2270.0, Date: 2021-06-22, Region: west
Sales: 2080.0, Date: 2021-06-23, Region: north
Sales: 2345.0, Date: 2021-06-23, Region: south
Sales: 2240.0, Date: 2021-06-23, Region: east
Sales: 2425.0, Date: 2021-06-23, Region: west
Sales: 2390.0, Date: 2021-06-24, Region: north
Sales: 2155.0, Date: 2021-06-24, Region: south
Sales: 2060.0, Date: 2021-06-24, Region: east
Sales: 2055.0, Date: 2021-06-24, Region: west
Sales: 2140.0, Date: 2021-06-25, Region: north
Sales: 2340.0, Date: 2021-06-25, Region: south
Sales: 2030.0, Date: 2021-06-25, Region: east
Sales: 2310.0, Date: 2021-06-25, Region: west
Sales: 2065.0, Date: 2021-06-26, Region: north
Sales: 2330.0, Date: 2021-06-26, Region: south
Sales: 2145.0, Date: 2021-06-26, Region: east
Sales: 2050.0, Date: 2021-06-26, Region: west
Sales: 2095.0, Date: 2021-06-27, Region: north
Sales: 2460.0, Date: 2021-06-27, Region: south
Sales: 2195.0, Date: 2021-06-27, Region: east
Sales: 2020.0, Date: 2021-06-27, Region: west
Sales: 2185.0, Date: 2021-06-28, Region: north
Sales: 2190.0, Date: 2021-06-28, Region: south
Sales: 2050.0, Date: 2021-06-28, Region: east
Sales: 2045.0, Date: 2021-06-28, Region: west
Sales: 2155.0, Date: 2021-06-29, Region: north
Sales: 2135.0, Date: 2021-06-29, Region: south
Sales: 2280.0, Date: 2021-06-29, Region: east
Sales: 2485.0, Date: 2021-06-29, Region: west
Sales: 2040.0, Date: 2021-06-30, Region: north
Sales: 2130.0, Date: 2021-06-30, Region: south
Sales: 2490.0, Date: 2021-06-30, Region: east
Sales: 2160.0, Date: 2021-06-30, Region: west
Sales: 2065.0, Date: 2021-07-01, Region: north
Sales: 2355.0, Date: 2021-07-01, Region: south
Sales: 2205.0, Date: 2021-07-01, Region: east
Sales: 2265.0, Date: 2021-07-01, Region: west
Sales: 2005.0, Date: 2021-07-02, Region: north
Sales: 2450.0, Date: 2021-07-02, Region: south
Sales: 2500.0, Date: 2021-07-02, Region: east
Sales: 2445.0, Date: 2021-07-02, Region: west
Sales: 2460.0, Date: 2021-07-03, Region: north
Sales: 2060.0, Date: 2021-07-03, Region: south
Sales: 2090.0, Date: 2021-07-03, Region: east
Sales: 2415.0, Date: 2021-07-03, Region: west
Sales: 2395.0, Date: 2021-07-04, Region: north
Sales: 2370.0, Date: 2021-07-04, Region: south
Sales: 2110.0, Date: 2021-07-04, Region: east
Sales: 2395.0, Date: 2021-07-04, Region: west
Sales: 2205.0, Date: 2021-07-05, Region: north
Sales: 2245.0, Date: 2021-07-05, Region: south
Sales: 2330.0, Date: 2021-07-05, Region: east
Sales: 2010.0, Date: 2021-07-05, Region: west
Sales: 2430.0, Date: 2021-07-06, Region: north
Sales: 2125.0, Date: 2021-07-06, Region: south
Sales: 2235.0, Date: 2021-07-06, Region: east
Sales: 2175.0, Date: 2021-07-06, Region: west
Sales: 2460.0, Date: 2021-07-07, Region: north
Sales: 2500.0, Date: 2021-07-07, Region: south
Sales: 2315.0, Date: 2021-07-07, Region: east
Sales: 2120.0, Date: 2021-07-07, Region: west
Sales: 2040.0, Date: 2021-07-08, Region: north
Sales: 2425.0, Date: 2021-07-08, Region: south
Sales: 2375.0, Date: 2021-07-08, Region: east
Sales: 2080.0, Date: 2021-07-08, Region: west
Sales: 2105.0, Date: 2021-07-09, Region: north
Sales: 2240.0, Date: 2021-07-09, Region: south
Sales: 2015.0, Date: 2021-07-09, Region: east
Sales: 2170.0, Date: 2021-07-09, Region: west
Sales: 2195.0, Date: 2021-07-10, Region: north
Sales: 2440.0, Date: 2021-07-10, Region: south
Sales: 2040.0, Date: 2021-07-10, Region: east
Sales: 2260.0, Date: 2021-07-10, Region: west
Sales: 2170.0, Date: 2021-07-11, Region: north
Sales: 2200.0, Date: 2021-07-11, Region: south
Sales: 2260.0, Date: 2021-07-11, Region: east
Sales: 2395.0, Date: 2021-07-11, Region: west
Sales: 2010.0, Date: 2021-07-12, Region: north
Sales: 2005.0, Date: 2021-07-12, Region: south
Sales: 2250.0, Date: 2021-07-12, Region: east
Sales: 2010.0, Date: 2021-07-12, Region: west
Sales: 2145.0, Date: 2021-07-13, Region: north
Sales: 2105.0, Date: 2021-07-13, Region: south
Sales: 2265.0, Date: 2021-07-13, Region: east
Sales: 2020.0, Date: 2021-07-13, Region: west
Sales: 2295.0, Date: 2021-07-14, Region: north
Sales: 2330.0, Date: 2021-07-14, Region: south
Sales: 2280.0, Date: 2021-07-14, Region: east
Sales: 2045.0, Date: 2021-07-14, Region: west
Sales: 2375.0, Date: 2021-07-15, Region: north
Sales: 2370.0, Date: 2021-07-15, Region: south
Sales: 2255.0, Date: 2021-07-15, Region: east
Sales: 2305.0, Date: 2021-07-15, Region: west
Sales: 2440.0, Date: 2021-07-16, Region: north
Sales: 2020.0, Date: 2021-07-16, Region: south
Sales: 2035.0, Date: 2021-07-16, Region: east
Sales: 2155.0, Date: 2021-07-16, Region: west
Sales: 2145.0, Date: 2021-07-17, Region: north
Sales: 2080.0, Date: 2021-07-17, Region: south
Sales: 2345.0, Date: 2021-07-17, Region: east
Sales: 2230.0, Date: 2021-07-17, Region: west
Sales: 2375.0, Date: 2021-07-18, Region: north
Sales: 2165.0, Date: 2021-07-18, Region: south
Sales: 2175.0, Date: 2021-07-18, Region: east
Sales: 2385.0, Date: 2021-07-18, Region: west
Sales: 2295.0, Date: 2021-07-19, Region: north
Sales: 2170.0, Date: 2021-07-19, Region: south
Sales: 2040.0, Date: 2021-07-19, Region: east
Sales: 2205.0, Date: 2021-07-19, Region: west
Sales: 2435.0, Date: 2021-07-20, Region: north
Sales: 2380.0, Date: 2021-07-20, Region: south
Sales: 2445.0, Date: 2021-07-20, Region: east
Sales: 2390.0, Date: 2021-07-20, Region: west
Sales: 2115.0, Date: 2021-07-21, Region: north
Sales: 2275.0, Date: 2021-07-21, Region: south
Sales: 2200.0, Date: 2021-07-21, Region: east
Sales: 2305.0, Date: 2021-07-21, Region: west
Sales: 2280.0, Date: 2021-07-22, Region: north
Sales: 2140.0, Date: 2021-07-22, Region: south
Sales: 2205.0, Date: 2021-07-22, Region: east
Sales: 2450.0, Date: 2021-07-22, Region: west
Sales: 2060.0, Date: 2021-07-23, Region: north
Sales: 2200.0, Date: 2021-07-23, Region: south
Sales: 2390.0, Date: 2021-07-23, Region: east
Sales: 2075.0, Date: 2021-07-23, Region: west
Sales: 2015.0, Date: 2021-07-24, Region: north
Sales: 2235.0, Date: 2021-07-24, Region: south
Sales: 2360.0, Date: 2021-07-24, Region: east
Sales: 2125.0, Date: 2021-07-24, Region: west
Sales: 2235.0, Date: 2021-07-25, Region: north
Sales: 2450.0, Date: 2021-07-25, Region: south
Sales: 2155.0, Date: 2021-07-25, Region: east
Sales: 2280.0, Date: 2021-07-25, Region: west
Sales: 2285.0, Date: 2021-07-26, Region: north
Sales: 2395.0, Date: 2021-07-26, Region: south
Sales: 2360.0, Date: 2021-07-26, Region: east
Sales: 2290.0, Date: 2021-07-26, Region: west
Sales: 2440.0, Date: 2021-07-27, Region: north
Sales: 2315.0, Date: 2021-07-27, Region: south
Sales: 2080.0, Date: 2021-07-27, Region: east
Sales: 2450.0, Date: 2021-07-27, Region: west
Sales: 2165.0, Date: 2021-07-28, Region: north
Sales: 2385.0, Date: 2021-07-28, Region: south
Sales: 2010.0, Date: 2021-07-28, Region: east
Sales: 2425.0, Date: 2021-07-28, Region: west
Sales: 2125.0, Date: 2021-07-29, Region: north
Sales: 2125.0, Date: 2021-07-29, Region: south
Sales: 2235.0, Date: 2021-07-29, Region: east
Sales: 2360.0, Date: 2021-07-29, Region: west
Sales: 2005.0, Date: 2021-07-30, Region: north
Sales: 2200.0, Date: 2021-07-30, Region: south
Sales: 2155.0, Date: 2021-07-30, Region: east
Sales: 2245.0, Date: 2021-07-30, Region: west
Sales: 2220.0, Date: 2021-07-31, Region: north
Sales: 2225.0, Date: 2021-07-31, Region: south
Sales: 2150.0, Date: 2021-07-31, Region: east
Sales: 2145.0, Date: 2021-07-31, Region: west
Sales: 2070.0, Date: 2021-08-01, Region: north
Sales: 2265.0, Date: 2021-08-01, Region: south
Sales: 2055.0, Date: 2021-08-01, Region: east
Sales: 2165.0, Date: 2021-08-01, Region: west
Sales: 2280.0, Date: 2021-08-02, Region: north
Sales: 2275.0, Date: 2021-08-02, Region: south
Sales: 2200.0, Date: 2021-08-02, Region: east
Sales: 2490.0, Date: 2021-08-02, Region: west
Sales: 2350.0, Date: 2021-08-03, Region: north
Sales: 2075.0, Date: 2021-08-03, Region: south
Sales: 2250.0, Date: 2021-08-03, Region: east
Sales: 2315.0, Date: 2021-08-03, Region: west
Sales: 2480.0, Date: 2021-08-04, Region: north
Sales: 2070.0, Date: 2021-08-04, Region: south
Sales: 2450.0, Date: 2021-08-04, Region: east
Sales: 2010.0, Date: 2021-08-04, Region: west
Sales: 2420.0, Date: 2021-08-05, Region: north
Sales: 2215.0, Date: 2021-08-05, Region: south
Sales: 2130.0, Date: 2021-08-05, Region: east
Sales: 2065.0, Date: 2021-08-05, Region: west
Sales: 2060.0, Date: 2021-08-06, Region: north
Sales: 2050.0, Date: 2021-08-06, Region: south
Sales: 2470.0, Date: 2021-08-06, Region: east
Sales: 2295.0, Date: 2021-08-06, Region: west
Sales: 2230.0, Date: 2021-08-07, Region: north
Sales: 2030.0, Date: 2021-08-07, Region: south
Sales: 2310.0, Date: 2021-08-07, Region: east
Sales: 2415.0, Date: 2021-08-07, Region: west
Sales: 2480.0, Date: 2021-08-08, Region: north
Sales: 2230.0, Date: 2021-08-08, Region: south
Sales: 2360.0, Date: 2021-08-08, Region: east
Sales: 2400.0, Date: 2021-08-08, Region: west
Sales: 2165.0, Date: 2021-08-09, Region: north
Sales: 2385.0, Date: 2021-08-09, Region: south
Sales: 2240.0, Date: 2021-08-09, Region: east
Sales: 2060.0, Date: 2021-08-09, Region: west
Sales: 2295.0, Date: 2021-08-10, Region: north
Sales: 2180.0, Date: 2021-08-10, Region: south
Sales: 2075.0, Date: 2021-08-10, Region: east
Sales: 2375.0, Date: 2021-08-10, Region: west
Sales: 2250.0, Date: 2021-08-11, Region: north
Sales: 2250.0, Date: 2021-08-11, Region: south
Sales: 2345.0, Date: 2021-08-11, Region: east
Sales: 2080.0, Date: 2021-08-11, Region: west
Sales: 2495.0, Date: 2021-08-12, Region: north
Sales: 2100.0, Date: 2021-08-12, Region: south
Sales: 2430.0, Date: 2021-08-12, Region: east
Sales: 2070.0, Date: 2021-08-12, Region: west
Sales: 2285.0, Date: 2021-08-13, Region: north
Sales: 2235.0, Date: 2021-08-13, Region: south
Sales: 2480.0, Date: 2021-08-13, Region: east
Sales: 2425.0, Date: 2021-08-13, Region: west
Sales: 2095.0, Date: 2021-08-14, Region: north
Sales: 2135.0, Date: 2021-08-14, Region: south
Sales: 2330.0, Date: 2021-08-14, Region: east
Sales: 2020.0, Date: 2021-08-14, Region: west
Sales: 2060.0, Date: 2021-08-15, Region: north
Sales: 2140.0, Date: 2021-08-15, Region: south
Sales: 2470.0, Date: 2021-08-15, Region: east
Sales: 2485.0, Date: 2021-08-15, Region: west
Sales: 2040.0, Date: 2021-08-16, Region: north
Sales: 2155.0, Date: 2021-08-16, Region: south
Sales: 2120.0, Date: 2021-08-16, Region: east
Sales: 2135.0, Date: 2021-08-16, Region: west
Sales: 2395.0, Date: 2021-08-17, Region: north
Sales: 2475.0, Date: 2021-08-17, Region: south
Sales: 2360.0, Date: 2021-08-17, Region: east
Sales: 2175.0, Date: 2021-08-17, Region: west
Sales: 2490.0, Date: 2021-08-18, Region: north
Sales: 2075.0, Date: 2021-08-18, Region: south
Sales: 2325.0, Date: 2021-08-18, Region: east
Sales: 2445.0, Date: 2021-08-18, Region: west
Sales: 2080.0, Date: 2021-08-19, Region: north
Sales: 2370.0, Date: 2021-08-19, Region: south
Sales: 2225.0, Date: 2021-08-19, Region: east
Sales: 2495.0, Date: 2021-08-19, Region: west
Sales: 2160.0, Date: 2021-08-20, Region: north
Sales: 2195.0, Date: 2021-08-20, Region: south
Sales: 2315.0, Date: 2021-08-20, Region: east
Sales: 2170.0, Date: 2021-08-20, Region: west
Sales: 2230.0, Date: 2021-08-21, Region: north
Sales: 2095.0, Date: 2021-08-21, Region: south
Sales: 2050.0, Date: 2021-08-21, Region: east
Sales: 2490.0, Date: 2021-08-21, Region: west
Sales: 2095.0, Date: 2021-08-22, Region: north
Sales: 2180.0, Date: 2021-08-22, Region: south
Sales: 2075.0, Date: 2021-08-22, Region: east
Sales: 2475.0, Date: 2021-08-22, Region: west
Sales: 2020.0, Date: 2021-08-23, Region: north
Sales: 2000.0, Date: 2021-08-23, Region: south
Sales: 2210.0, Date: 2021-08-23, Region: east
Sales: 2155.0, Date: 2021-08-23, Region: west
Sales: 2215.0, Date: 2021-08-24, Region: north
Sales: 2475.0, Date: 2021-08-24, Region: south
Sales: 2265.0, Date: 2021-08-24, Region: east
Sales: 2030.0, Date: 2021-08-24, Region: west
Sales: 2020.0, Date: 2021-08-25, Region: north
Sales: 2240.0, Date: 2021-08-25, Region: south
Sales: 2000.0, Date: 2021-08-25, Region: east
Sales: 2150.0, Date: 2021-08-25, Region: west
Sales: 2370.0, Date: 2021-08-26, Region: north
Sales: 2180.0, Date: 2021-08-26, Region: south
Sales: 2470.0, Date: 2021-08-26, Region: east
Sales: 2150.0, Date: 2021-08-26, Region: west
Sales: 2170.0, Date: 2021-08-27, Region: north
Sales: 2260.0, Date: 2021-08-27, Region: south
Sales: 2140.0, Date: 2021-08-27, Region: east
Sales: 2045.0, Date: 2021-08-27, Region: west
Sales: 2490.0, Date: 2021-08-28, Region: north
Sales: 2320.0, Date: 2021-08-28, Region: south
Sales: 2230.0, Date: 2021-08-28, Region: east
Sales: 2440.0, Date: 2021-08-28, Region: west
Sales: 2185.0, Date: 2021-08-29, Region: north
Sales: 2350.0, Date: 2021-08-29, Region: south
Sales: 2445.0, Date: 2021-08-29, Region: east
Sales: 2365.0, Date: 2021-08-29, Region: west
Sales: 2065.0, Date: 2021-08-30, Region: north
Sales: 2015.0, Date: 2021-08-30, Region: south
Sales: 2160.0, Date: 2021-08-30, Region: east
Sales: 2300.0, Date: 2021-08-30, Region: west
Sales: 2045.0, Date: 2021-08-31, Region: north
Sales: 2440.0, Date: 2021-08-31, Region: south
Sales: 2165.0, Date: 2021-08-31, Region: east
Sales: 2180.0, Date: 2021-08-31, Region: west
Sales: 2330.0, Date: 2021-09-01, Region: north
Sales: 2240.0, Date: 2021-09-01, Region: south
Sales: 2120.0, Date: 2021-09-01, Region: east
Sales: 2495.0, Date: 2021-09-01, Region: west
Sales: 2080.0, Date: 2021-09-02, Region: north
Sales: 2415.0, Date: 2021-09-02, Region: south
Sales: 2085.0, Date: 2021-09-02, Region: east
Sales: 2400.0, Date: 2021-09-02, Region: west
Sales: 2255.0, Date: 2021-09-03, Region: north
Sales: 2245.0, Date: 2021-09-03, Region: south
Sales: 2020.0, Date: 2021-09-03, Region: east
Sales: 2270.0, Date: 2021-09-03, Region: west
Sales: 2395.0, Date: 2021-09-04, Region: north
Sales: 2165.0, Date: 2021-09-04, Region: south
Sales: 2020.0, Date: 2021-09-04, Region: east
Sales: 2135.0, Date: 2021-09-04, Region: west
Sales: 2330.0, Date: 2021-09-05, Region: north
Sales: 2290.0, Date: 2021-09-05, Region: south
Sales: 2045.0, Date: 2021-09-05, Region: east
Sales: 2255.0, Date: 2021-09-05, Region: west
Sales: 2345.0, Date: 2021-09-06, Region: north
Sales: 2185.0, Date: 2021-09-06, Region: south
Sales: 2335.0, Date: 2021-09-06, Region: east
Sales: 2300.0, Date: 2021-09-06, Region: west
Sales: 2040.0, Date: 2021-09-07, Region: north
Sales: 2055.0, Date: 2021-09-07, Region: south
Sales: 2270.0, Date: 2021-09-07, Region: east
Sales: 2335.0, Date: 2021-09-07, Region: west
Sales: 2425.0, Date: 2021-09-08, Region: north
Sales: 2445.0, Date: 2021-09-08, Region: south
Sales: 2480.0, Date: 2021-09-08, Region: east
Sales: 2480.0, Date: 2021-09-08, Region: west
Sales: 2000.0, Date: 2021-09-09, Region: north
Sales: 2075.0, Date: 2021-09-09, Region: south
Sales: 2345.0, Date: 2021-09-09, Region: east
Sales: 2245.0, Date: 2021-09-09, Region: west
Sales: 2070.0, Date: 2021-09-10, Region: north
Sales: 2365.0, Date: 2021-09-10, Region: south
Sales: 2015.0, Date: 2021-09-10, Region: east
Sales: 2375.0, Date: 2021-09-10, Region: west
Sales: 2270.0, Date: 2021-09-11, Region: north
Sales: 2015.0, Date: 2021-09-11, Region: south
Sales: 2000.0, Date: 2021-09-11, Region: east
Sales: 2295.0, Date: 2021-09-11, Region: west
Sales: 2435.0, Date: 2021-09-12, Region: north
Sales: 2485.0, Date: 2021-09-12, Region: south
Sales: 2450.0, Date: 2021-09-12, Region: east
Sales: 2205.0, Date: 2021-09-12, Region: west
Sales: 2415.0, Date: 2021-09-13, Region: north
Sales: 2440.0, Date: 2021-09-13, Region: south
Sales: 2490.0, Date: 2021-09-13, Region: east
Sales: 2415.0, Date: 2021-09-13, Region: west
Sales: 2260.0, Date: 2021-09-14, Region: north
Sales: 2385.0, Date: 2021-09-14, Region: south
Sales: 2280.0, Date: 2021-09-14, Region: east
Sales: 2210.0, Date: 2021-09-14, Region: west
Sales: 2070.0, Date: 2021-09-15, Region: north
Sales: 2105.0, Date: 2021-09-15, Region: south
Sales: 2425.0, Date: 2021-09-15, Region: east
Sales: 2265.0, Date: 2021-09-15, Region: west
Sales: 2190.0, Date: 2021-09-16, Region: north
Sales: 2110.0, Date: 2021-09-16, Region: south
Sales: 2115.0, Date: 2021-09-16, Region: east
Sales: 2455.0, Date: 2021-09-16, Region: west
Sales: 2270.0, Date: 2021-09-17, Region: north
Sales: 2350.0, Date: 2021-09-17, Region: south
Sales: 2365.0, Date: 2021-09-17, Region: east
Sales: 2270.0, Date: 2021-09-17, Region: west
Sales: 2200.0, Date: 2021-09-18, Region: north
Sales: 2500.0, Date: 2021-09-18, Region: south
